service_bulletin_model_id,allocation_id,service_bulletin_id,sb_reference,sb_title,raw_models_affected_text,parsed_token,expanded_token,linked_model_code,linked_model_name,allocation_status,has_procedure_words,has_date,has_ad_like_number,has_part_kit_like_value,not_safely_inferable,recommended_action
"b27d434d-b099-462b-81d8-e0ae116574b5","7d6fc6d9-e42c-46b8-9635-b36c2eb01edf","2b15285a-7d42-4c1c-855e-e16c0ea5a2e1","1023","Inspection of Landing Gear Cylinders and Distribution of Parker Hannifin SB7063","PA-28R-180 PA-28R-200 PA-28R-201 PA-28R-201T PA-28RT-201 PA-28RT-201T PA-44-180 PA-44-180T","PA-28R-180 PA-28R-200 PA-28R-201 PA-28R-201T PA-28RT-201 PA-28RT-201T PA-44-180 PA-44-180T","PA-28RT-201","PA-28RT-201","PA-28RT-201","MATCHED","false","false","false","false","false","SAFE_KEEP"
"c3134732-18b4-4e93-b683-0ced5527dfa5","7d6fc6d9-e42c-46b8-9635-b36c2eb01edf","2b15285a-7d42-4c1c-855e-e16c0ea5a2e1","1023","Inspection of Landing Gear Cylinders and Distribution of Parker Hannifin SB7063","PA-28R-180 PA-28R-200 PA-28R-201 PA-28R-201T PA-28RT-201 PA-28RT-201T PA-44-180 PA-44-180T","PA-28R-180 PA-28R-200 PA-28R-201 PA-28R-201T PA-28RT-201 PA-28RT-201T PA-44-180 PA-44-180T","PA-28RT-201T","PA-28RT-201T","PA-28RT-201T","MATCHED","false","false","false","false","false","SAFE_KEEP"
"71899bf8-646c-435f-81ea-9750a55843db","7d6fc6d9-e42c-46b8-9635-b36c2eb01edf","2b15285a-7d42-4c1c-855e-e16c0ea5a2e1","1023","Inspection of Landing Gear Cylinders and Distribution of Parker Hannifin SB7063","PA-28R-180 PA-28R-200 PA-28R-201 PA-28R-201T PA-28RT-201 PA-28RT-201T PA-44-180 PA-44-180T","PA-28R-180 PA-28R-200 PA-28R-201 PA-28R-201T PA-28RT-201 PA-28RT-201T PA-44-180 PA-44-180T","PA-44-180","PA-44-180","Seminole","MATCHED","false","false","false","false","false","SAFE_KEEP"
"21da8776-94a4-4daa-b6aa-6481d42ba12d","7d6fc6d9-e42c-46b8-9635-b36c2eb01edf","2b15285a-7d42-4c1c-855e-e16c0ea5a2e1","1023","Inspection of Landing Gear Cylinders and Distribution of Parker Hannifin SB7063","PA-28R-180 PA-28R-200 PA-28R-201 PA-28R-201T PA-28RT-201 PA-28RT-201T PA-44-180 PA-44-180T","PA-28R-180 PA-28R-200 PA-28R-201 PA-28R-201T PA-28RT-201 PA-28RT-201T PA-44-180 PA-44-180T","PA-44-180T","PA-44-180T","Turbo Seminole","MATCHED","false","false","false","false","false","SAFE_KEEP"
"c766d512-5b40-4dec-8c4e-e6ffdda8d6d3","000ba9c9-4546-44f1-aa61-0f9a567b5da1","66e04aa1-d57f-49b5-9ea8-8972c44b1334","1024","Replacement of Control System Spacers and Inspection of Aileron Cables","PA-32R-301 II HP PA-32R-301 II TC","PA-32R-301 II HP PA-32R-301 II TC","PA-32R-301 II HP","PA-32R-301 II HP","Saratoga II HP","MATCHED","false","false","false","false","false","SAFE_KEEP"
"42fd2675-4bd6-4936-8096-d219f92ebb78","000ba9c9-4546-44f1-aa61-0f9a567b5da1","66e04aa1-d57f-49b5-9ea8-8972c44b1334","1024","Replacement of Control System Spacers and Inspection of Aileron Cables","PA-32R-301 II HP PA-32R-301 II TC","PA-32R-301 II HP PA-32R-301 II TC","PA-32R-301 II TC","PA-32R-301 II TC","Saratoga II HP","MATCHED","false","false","false","false","false","SAFE_KEEP"
"dd371aac-3ab5-418e-82c3-6ca46de62b07","d3341c70-81e2-4c47-86cf-bb4e857755e7","c4792ce1-0cb1-437e-9392-c4164a410e48","1026","Distribution of Parker Hannifin Airborne Service Letter 48, �Inspection/Replacement of dry air pump flexible couplings�.","PA-18 PA-18-150 PA-22","PA-18 PA-18-150 PA-22","PA-18","PA-18","Super Cub","MATCHED","false","false","false","false","false","SAFE_KEEP"
"7b312178-06e1-443f-9831-29cf76749a77","d3341c70-81e2-4c47-86cf-bb4e857755e7","c4792ce1-0cb1-437e-9392-c4164a410e48","1026","Distribution of Parker Hannifin Airborne Service Letter 48, �Inspection/Replacement of dry air pump flexible couplings�.","PA-18 PA-18-150 PA-22","PA-18 PA-18-150 PA-22","PA-18-150","PA-18-150","Super Cub","MATCHED","false","false","false","false","false","SAFE_KEEP"
"989dcaae-4a30-405b-8172-77449b254328","d3341c70-81e2-4c47-86cf-bb4e857755e7","c4792ce1-0cb1-437e-9392-c4164a410e48","1026","Distribution of Parker Hannifin Airborne Service Letter 48, �Inspection/Replacement of dry air pump flexible couplings�.","PA-18 PA-18-150 PA-22","PA-18 PA-18-150 PA-22","PA-22","PA-22","Tri-Pacer / Colt","MATCHED","false","false","false","false","false","SAFE_KEEP"
"485b37fa-12f3-4191-94a7-147246001ddb","2c1e0902-e998-4bf5-afae-e90cf64326aa","7fd7e384-1055-44a2-96f6-1717218abb92","1028","Inspection of the Aileron Control Rod Attach Fitting and the Addition of Safety Clips","PA-44-180 PA-44-180T","PA-44-180 PA-44-180T","PA-44-180","PA-44-180","Seminole","MATCHED","false","false","false","false","false","SAFE_KEEP"
"d8442656-2aa4-4064-9ad0-73c5ac8036e8","2c1e0902-e998-4bf5-afae-e90cf64326aa","7fd7e384-1055-44a2-96f6-1717218abb92","1028","Inspection of the Aileron Control Rod Attach Fitting and the Addition of Safety Clips","PA-44-180 PA-44-180T","PA-44-180 PA-44-180T","PA-44-180T","PA-44-180T","Turbo Seminole","MATCHED","false","false","false","false","false","SAFE_KEEP"
"23a17c45-0ecb-4359-ab46-8a077e55791e","49f03bee-754a-4996-a90a-a10cdb4e2d43","ad45ff30-eeeb-469a-b051-ed464aff1953","1031","Horizon Engine Instruments Repair or Replacement","PA-32R-301 II HP PA-32R-301T II TC","PA-32R-301 II HP PA-32R-301T II TC","PA-32R-301 II HP","PA-32R-301 II HP","Saratoga II HP","MATCHED","false","false","false","false","false","SAFE_KEEP"
"61f08c56-c7a6-4a51-b344-876a4e7410d4","49f03bee-754a-4996-a90a-a10cdb4e2d43","ad45ff30-eeeb-469a-b051-ed464aff1953","1031","Horizon Engine Instruments Repair or Replacement","PA-32R-301 II HP PA-32R-301T II TC","PA-32R-301 II HP PA-32R-301T II TC","PA-32R-301T II TC","PA-32R-301T II TC","Saratoga II TC","MATCHED","false","false","false","false","false","SAFE_KEEP"
"21db954c-f150-4ca2-8fd5-e48f10bd95fe","211303ff-d644-45ed-8973-c5925b1cc5a4","983fe679-8a7e-4824-bce9-c99950c4add3","1032","Elevator Spar Refinement","PA-31T PA-31T1 PA-31T2","PA-31T PA-31T1 PA-31T2","PA-31T","PA-31T","Navajo","MATCHED","false","false","false","false","false","SAFE_KEEP"
"6d9131e0-63ab-4896-9659-1d811eed37c8","211303ff-d644-45ed-8973-c5925b1cc5a4","983fe679-8a7e-4824-bce9-c99950c4add3","1032","Elevator Spar Refinement","PA-31T PA-31T1 PA-31T2","PA-31T PA-31T1 PA-31T2","PA-31T1","PA-31T1","Navajo","MATCHED","false","false","false","false","false","SAFE_KEEP"
"2442a42f-b03e-4fdc-a582-b57dc1a65444","211303ff-d644-45ed-8973-c5925b1cc5a4","983fe679-8a7e-4824-bce9-c99950c4add3","1032","Elevator Spar Refinement","PA-31T PA-31T1 PA-31T2","PA-31T PA-31T1 PA-31T2","PA-31T2","PA-31T2","Navajo","MATCHED","false","false","false","false","false","SAFE_KEEP"
"e59bbd0c-0cfa-43e7-869c-0d0648a67a39","b3999756-a195-4ed7-996b-ef52283251db","5663e441-8aed-4a5a-9538-4f7ea92c7490","1035A","Distribution of Textron Lycoming 529B, �Reprint of Crane/Lear No. 101SB020, Rev. 3�","PA-23-250 PA-E23-250","PA-23-250 PA-E23-250","PA-23-250","PA-23-250","Apache","MATCHED","false","false","false","false","false","SAFE_KEEP"
"15ea6e54-4dbc-4d46-a198-e2cc5d8b52ea","b3999756-a195-4ed7-996b-ef52283251db","5663e441-8aed-4a5a-9538-4f7ea92c7490","1035A","Distribution of Textron Lycoming 529B, �Reprint of Crane/Lear No. 101SB020, Rev. 3�","PA-23-250 PA-E23-250","PA-23-250 PA-E23-250","PA-E23-250","PA-E23-250","Apache","MATCHED","false","false","false","false","false","SAFE_KEEP"
"80aae1f8-273c-4a9b-a789-62fa313e7a1d","106ed43a-d090-4d5d-9e62-51ef1f4e2703","a175120d-ba09-45dc-bb0a-18e3e5c83fdc","1037","Inspection for Gascolator Bowl Drain Security","PA-28-161 III PA-28-181 III PA-28R-201","PA-28-161 III PA-28-181 III PA-28R-201","PA-28-161 III","PA-28-161 III","PA-28-161 III","MATCHED","false","false","false","false","false","SAFE_KEEP"
"4d924fad-8016-4c3c-b328-c0671cd6e7c2","106ed43a-d090-4d5d-9e62-51ef1f4e2703","a175120d-ba09-45dc-bb0a-18e3e5c83fdc","1037","Inspection for Gascolator Bowl Drain Security","PA-28-161 III PA-28-181 III PA-28R-201","PA-28-161 III PA-28-181 III PA-28R-201","PA-28-181 III","PA-28-181 III","Archer III","MATCHED","false","false","false","false","false","SAFE_KEEP"
"562eeba7-da43-4b91-b8fd-1320218f4f55","106ed43a-d090-4d5d-9e62-51ef1f4e2703","a175120d-ba09-45dc-bb0a-18e3e5c83fdc","1037","Inspection for Gascolator Bowl Drain Security","PA-28-161 III PA-28-181 III PA-28R-201","PA-28-161 III PA-28-181 III PA-28R-201","PA-28R-201","PA-28R-201","Arrow","MATCHED","false","false","false","false","false","SAFE_KEEP"
"b9583920-6b23-4867-ba72-a9753b5a5f68","a368af71-2795-4d89-aa4e-7d0fee2d12c8","3ea11511-1e4d-450e-a3c7-80280a3df202","1038A","Combustion Heater Fuel Pump Replacement","PA-44-180 PA-44-180T","PA-44-180 PA-44-180T","PA-44-180","PA-44-180","Seminole","MATCHED","false","false","false","false","false","SAFE_KEEP"
"837dfc11-28e8-4ffa-a1df-7164d51b8c7b","a368af71-2795-4d89-aa4e-7d0fee2d12c8","3ea11511-1e4d-450e-a3c7-80280a3df202","1038A","Combustion Heater Fuel Pump Replacement","PA-44-180 PA-44-180T","PA-44-180 PA-44-180T","PA-44-180T","PA-44-180T","Turbo Seminole","MATCHED","false","false","false","false","false","SAFE_KEEP"
"477e6ee5-5330-47f8-b295-e66b19ec333e","3b449b8b-88b8-4ebf-b88c-afbfdf13edf4","ead8c109-ae61-4982-b143-c542497df98a","1039","Manifold Pressure Gauge (MAP) Wiring Modification","PA-32R-301 II HP PA-32R-301T II TC","PA-32R-301 II HP PA-32R-301T II TC","PA-32R-301 II HP","PA-32R-301 II HP","Saratoga II HP","MATCHED","false","false","false","false","false","SAFE_KEEP"
"1d324fc3-3bcc-4de8-a6f7-6c07550ce418","3b449b8b-88b8-4ebf-b88c-afbfdf13edf4","ead8c109-ae61-4982-b143-c542497df98a","1039","Manifold Pressure Gauge (MAP) Wiring Modification","PA-32R-301 II HP PA-32R-301T II TC","PA-32R-301 II HP PA-32R-301T II TC","PA-32R-301T II TC","PA-32R-301T II TC","Saratoga II TC","MATCHED","false","false","false","false","false","SAFE_KEEP"
"65ddc6be-6fb7-4d94-8b6f-fa68c41d3977","f8428454-1e68-4b9a-9564-e1583c2c94c0","2356bce9-7f2a-47a7-93bd-84d00ce0629b","1041","Distribution of Airborne Service Letter Number 56, �Inspection and Cleaning of Airborne Air Filter Elements�.","PA-18/18A/18S PA-18-150 PA-20/20S PA-22/22S","PA-18/18A/18S PA-18-150 PA-20/20S PA-22/22S","PA-18","PA-18","Super Cub","MATCHED","false","false","false","false","false","SAFE_KEEP"
"93c1b64d-e9d0-4bd0-89ca-1f8937263c68","f8428454-1e68-4b9a-9564-e1583c2c94c0","2356bce9-7f2a-47a7-93bd-84d00ce0629b","1041","Distribution of Airborne Service Letter Number 56, �Inspection and Cleaning of Airborne Air Filter Elements�.","PA-18/18A/18S PA-18-150 PA-20/20S PA-22/22S","PA-18/18A/18S PA-18-150 PA-20/20S PA-22/22S","PA-18A","PA-18A","Super Cub","MATCHED","false","false","false","false","true","MANUAL_REVIEW"
"02e692c2-b18e-4ff5-9ceb-fed764794de0","f8428454-1e68-4b9a-9564-e1583c2c94c0","2356bce9-7f2a-47a7-93bd-84d00ce0629b","1041","Distribution of Airborne Service Letter Number 56, �Inspection and Cleaning of Airborne Air Filter Elements�.","PA-18/18A/18S PA-18-150 PA-20/20S PA-22/22S","PA-18/18A/18S PA-18-150 PA-20/20S PA-22/22S","PA-18S","PA-18S","Super Cub","MATCHED","false","false","false","false","true","MANUAL_REVIEW"
"a797cdd5-1fad-469f-bc83-d4b523f58d7c","f8428454-1e68-4b9a-9564-e1583c2c94c0","2356bce9-7f2a-47a7-93bd-84d00ce0629b","1041","Distribution of Airborne Service Letter Number 56, �Inspection and Cleaning of Airborne Air Filter Elements�.","PA-18/18A/18S PA-18-150 PA-20/20S PA-22/22S","PA-18/18A/18S PA-18-150 PA-20/20S PA-22/22S","PA-20","PA-20","Pacer","MATCHED","false","false","false","false","false","SAFE_KEEP"
"7daac13f-bb26-4917-a7cf-51296829e931","f8428454-1e68-4b9a-9564-e1583c2c94c0","2356bce9-7f2a-47a7-93bd-84d00ce0629b","1041","Distribution of Airborne Service Letter Number 56, �Inspection and Cleaning of Airborne Air Filter Elements�.","PA-18/18A/18S PA-18-150 PA-20/20S PA-22/22S","PA-18/18A/18S PA-18-150 PA-20/20S PA-22/22S","PA-20S","PA-20S","Pacer","MATCHED","false","false","false","false","true","MANUAL_REVIEW"
"6859084e-8c26-4d3c-8458-4fefca919967","f8428454-1e68-4b9a-9564-e1583c2c94c0","2356bce9-7f2a-47a7-93bd-84d00ce0629b","1041","Distribution of Airborne Service Letter Number 56, �Inspection and Cleaning of Airborne Air Filter Elements�.","PA-18/18A/18S PA-18-150 PA-20/20S PA-22/22S","PA-18/18A/18S PA-18-150 PA-20/20S PA-22/22S","PA-22","PA-22","Tri-Pacer / Colt","MATCHED","false","false","false","false","false","SAFE_KEEP"
"3d50c594-ad15-4c2d-a500-a74b7bc2b3b6","f8428454-1e68-4b9a-9564-e1583c2c94c0","2356bce9-7f2a-47a7-93bd-84d00ce0629b","1041","Distribution of Airborne Service Letter Number 56, �Inspection and Cleaning of Airborne Air Filter Elements�.","PA-18/18A/18S PA-18-150 PA-20/20S PA-22/22S","PA-18/18A/18S PA-18-150 PA-20/20S PA-22/22S","PA-22S","PA-22S","Colt","MATCHED","false","false","false","false","true","MANUAL_REVIEW"
"9a6b9a19-926d-4ee7-a1e8-65533ef74803","a2ee9889-6251-4897-b31d-8df28656d4c9","d614d7b3-df5a-4335-b9b1-1a46379e46d9","1044","Lift Strut Attachment Fitting Inspection Access Provision and Wing Component Corrosion Inspections.","E-2/F-2/TG-8 J-2/J-3/J-4/ PA-11/ PA-15/PA-16/PA-17/ PA-18/PA-19/PA-20/ PA-22","E-2/F-2/TG-8 J-2/J-3/J-4/ PA-11/ PA-15/PA-16/PA-17/ PA-18/PA-19/PA-20/ PA-22","PA-15","PA-15","Vagabond","NEEDS_REVIEW","false","false","false","false","false","SAFE_KEEP"
"6dbfaecd-227f-4350-8a3f-b5077b30192e","a2ee9889-6251-4897-b31d-8df28656d4c9","d614d7b3-df5a-4335-b9b1-1a46379e46d9","1044","Lift Strut Attachment Fitting Inspection Access Provision and Wing Component Corrosion Inspections.","E-2/F-2/TG-8 J-2/J-3/J-4/ PA-11/ PA-15/PA-16/PA-17/ PA-18/PA-19/PA-20/ PA-22","E-2/F-2/TG-8 J-2/J-3/J-4/ PA-11/ PA-15/PA-16/PA-17/ PA-18/PA-19/PA-20/ PA-22","PA-16","PA-16","Clipper","NEEDS_REVIEW","false","false","false","false","false","SAFE_KEEP"
"85739ef6-b012-4287-bbb7-0123d4295aa3","a2ee9889-6251-4897-b31d-8df28656d4c9","d614d7b3-df5a-4335-b9b1-1a46379e46d9","1044","Lift Strut Attachment Fitting Inspection Access Provision and Wing Component Corrosion Inspections.","E-2/F-2/TG-8 J-2/J-3/J-4/ PA-11/ PA-15/PA-16/PA-17/ PA-18/PA-19/PA-20/ PA-22","E-2/F-2/TG-8 J-2/J-3/J-4/ PA-11/ PA-15/PA-16/PA-17/ PA-18/PA-19/PA-20/ PA-22","PA-17","PA-17","Vagabond","NEEDS_REVIEW","false","false","false","false","false","SAFE_KEEP"
"7bbaa9b9-83bf-4171-af5e-5c503dbc3de7","a2ee9889-6251-4897-b31d-8df28656d4c9","d614d7b3-df5a-4335-b9b1-1a46379e46d9","1044","Lift Strut Attachment Fitting Inspection Access Provision and Wing Component Corrosion Inspections.","E-2/F-2/TG-8 J-2/J-3/J-4/ PA-11/ PA-15/PA-16/PA-17/ PA-18/PA-19/PA-20/ PA-22","E-2/F-2/TG-8 J-2/J-3/J-4/ PA-11/ PA-15/PA-16/PA-17/ PA-18/PA-19/PA-20/ PA-22","PA-18","PA-18","Super Cub","NEEDS_REVIEW","false","false","false","false","false","SAFE_KEEP"
"70696d75-d5f7-4e1a-8c8a-fcd82e952d66","a2ee9889-6251-4897-b31d-8df28656d4c9","d614d7b3-df5a-4335-b9b1-1a46379e46d9","1044","Lift Strut Attachment Fitting Inspection Access Provision and Wing Component Corrosion Inspections.","E-2/F-2/TG-8 J-2/J-3/J-4/ PA-11/ PA-15/PA-16/PA-17/ PA-18/PA-19/PA-20/ PA-22","E-2/F-2/TG-8 J-2/J-3/J-4/ PA-11/ PA-15/PA-16/PA-17/ PA-18/PA-19/PA-20/ PA-22","PA-19","PA-19","Super Cub","NEEDS_REVIEW","false","false","false","false","false","SAFE_KEEP"
"3b71c382-0195-4710-88f4-50f48aa33a81","a2ee9889-6251-4897-b31d-8df28656d4c9","d614d7b3-df5a-4335-b9b1-1a46379e46d9","1044","Lift Strut Attachment Fitting Inspection Access Provision and Wing Component Corrosion Inspections.","E-2/F-2/TG-8 J-2/J-3/J-4/ PA-11/ PA-15/PA-16/PA-17/ PA-18/PA-19/PA-20/ PA-22","E-2/F-2/TG-8 J-2/J-3/J-4/ PA-11/ PA-15/PA-16/PA-17/ PA-18/PA-19/PA-20/ PA-22","PA-20","PA-20","Pacer","NEEDS_REVIEW","false","false","false","false","false","SAFE_KEEP"
"9d0f8773-dfd5-420c-aadb-a7873db185ca","a78ae970-df44-45a0-8ffc-8cb01989136b","6672fff3-a666-4af7-954e-666aa1a6943a","1045","Forward Wing Spar Attach Bracket Inspection","PA-31 PA-31-300","PA-31 PA-31-300","PA-31","PA-31","Navajo","MATCHED","false","false","false","false","false","SAFE_KEEP"
"7de0078a-85ef-4fa7-adc6-63c67902fbf6","a78ae970-df44-45a0-8ffc-8cb01989136b","6672fff3-a666-4af7-954e-666aa1a6943a","1045","Forward Wing Spar Attach Bracket Inspection","PA-31 PA-31-300","PA-31 PA-31-300","PA-31-300","PA-31-300","Navajo","MATCHED","false","false","false","false","false","SAFE_KEEP"
"0b80aeae-6ab5-44cc-b8e9-9c6019dc17ea","5ffd3724-dc75-4923-93e2-2a46946590b4","0600c553-1908-4451-88be-aa7272fe4962","1049","Engine Baffle Brace Installation","PA-32R-301 II HP PA-32R-301T II TC","PA-32R-301 II HP PA-32R-301T II TC","PA-32R-301 II HP","PA-32R-301 II HP","Saratoga II HP","MATCHED","false","false","false","false","false","SAFE_KEEP"
"1fb50b93-c168-4140-843f-217a14ab1053","5ffd3724-dc75-4923-93e2-2a46946590b4","0600c553-1908-4451-88be-aa7272fe4962","1049","Engine Baffle Brace Installation","PA-32R-301 II HP PA-32R-301T II TC","PA-32R-301 II HP PA-32R-301T II TC","PA-32R-301T II TC","PA-32R-301T II TC","Saratoga II TC","MATCHED","false","false","false","false","false","SAFE_KEEP"
"050ffacd-b28b-4aa7-b115-99d85dbfe1ce","1cc983c5-824f-4d88-bbca-b42591698c9f","305cec5a-1681-4c56-83ef-f9318f10607c","1051B","Flap Torque Tube Replacement","PA-23 PA-23-160/-235 PA-23-250 PA-E23-250","PA-23 PA-23-160/-235 PA-23-250 PA-E23-250","PA-23-160","PA-23-160","Apache","MATCHED","false","false","false","false","false","SAFE_KEEP"
"e5d5d7cb-d139-40c5-815a-026f0363ec49","1cc983c5-824f-4d88-bbca-b42591698c9f","305cec5a-1681-4c56-83ef-f9318f10607c","1051B","Flap Torque Tube Replacement","PA-23 PA-23-160/-235 PA-23-250 PA-E23-250","PA-23 PA-23-160/-235 PA-23-250 PA-E23-250","PA-23-235","PA-23-235","Apache","MATCHED","false","false","false","false","false","SAFE_KEEP"
