Pub No.,Pub Name,Date,Compliance,Title Description
SNL87-09,Avionics Warranty Registration,03/06/1987,98,Informational,Procedures For Activating Avionics Warranty,
SNL85-58,Use Of Overhauled/Reconditioned Dry Vacuum Pump,12/20/1985,37,Informational,Airborne Service Letter No. 29 Attached,
SNL85-39,Magneto 'P' Lead Nut Torque,08/23/1985,74,Informational,Applies To Aircraft With Slick Magnetos Only,
SNL85-08,Oil Leak Troubleshooting Maintenance Tip,02/15/1985,79,Informational,Use Of Dye Penetrant Developer,
SE84-23,Low Vacuum Warning Light Installation,12/14/1984,37,Optional,Automatically Illuminates When Suction Drops,
SE84-02,Maint Procedures To Reduce Valve Sticking In Lyc,01/06/1984,72,Recommended,Lycoming Service Instruction 1425,
SE83-07,Avionics Cooling Fan Improvement,03/11/1983,23,Recommended,Improved Squirrel Cage Type Fan/Improved Service Life,
SE82-37R1,Nose Gear Steering Pivot Bolts,12/23/1982,32,Mandatory,Revised Instructions For Correcting Loose Pivot Bolts,
SE82-33,Warning Against Use Of Automotive Gasoline,07/23/1982,28,Recommended,All SE A/C Originally Certified For Operation w/100 Octane,
SE82-07,Improved Prop Control Brackets,02/15/1982,76,See Publication,Improves Alignment/Adjustment And Extends Service Life,
SE81-15,Aircraft Checklist Change,04/20/1981,04,See Publication,Revised Info On Operation Of A/C With Cessna Air Condition.,
SE81-07,Throttle / Turbocharger Wastegate Control Improve,03/16/1981,76,See Publication,Improved Linkage Assembly For Smoother Throttle Operation,
SE80-58,Improved Window And Windshield Sealer,05/27/1980,56,See Publication,Improved Sealer (Isocryl 5603) Now Being Used,
SE80-54,Pilot's Operating Handbook Revision,05/12/1980,04,See Publication,Updated Information,
SE79-48R1,Magneto Housing Inspect. & Coil Retention (D2000),01/21/1980,74,See Publication,Lycoming Service Bulletin #438A/Bendix #605A Attached,
SE79-55,Prop Governor Control Mounting Bracket,11/19/1979,76,See Publication,New Bracket Provides Increased Adjustment Capabilities,
SE79-33,Fuel 'Off Loaded' Level Indicator,07/02/1979,28,See Publication,Indicator In Filler Neck To Be Inspected For Correct Length,
SE79-30,Use Of Fuel Additives For Cold Weather Operation,06/18/1979,28,See Publication,Cold Weather Operation Procedures Attached,
SE78-50,Dual Stall/gear Warning Unit,08/07/1978,27,See Publication,Announces New Unit To Prevent False Signals,
SNL77-10,Cessna Regulator And Alternator Field Tester,11/18/1977,24,Informational,P/N 9870000-1 Text Box Available,
SEB-28-04R1,Fuel - Placard Installation for Use of Very Low L,10/19/2021,,Optional,Fuel - Placard Installation for Use of Very Low Lead and Unleaded Aviation Fuel,
SEB11-2,Main Landing Gear Steel Pivot Assembly Inspection,04/26/2011,,Recommended,Main Landing Gear Steel Pivot Assembly Inspection,
SEB01-2R2,SEB01-2 Rev.2, Main Landing Gear Actuator Inspect,06/04/2007,32,Mandatory,To remove all model 182R and T182 airplane serial numbers from the Effectivity section.  Also, to remove model 210 airplane serial numbers 57001 through 21057840, 616, & 618 from the Effectivity section.  To add additional actuator assembly part numbers to the Material section and miscellaneous changes as required.,
SEB06-2R1,Engine Crankshaft Retirement,05/08/2006,71,Mandatory,SEB06-2 Revision 1 has been issued to transmit Lycoming Mandatory Service Bulletin No. 569A: Crankshaft Retirement For Certain Lycoming Engines. According to Lycoming; Lycoming has continued to analyze crankshafts in service. While there have been no failures in the crankshafts, which are the subject of Lycoming Mandatory Service Bulletin No. 569A, as part of Lycomings' commitment to quality, they are initiating a crankshaft retirement program. This crankshaft retirement program requires the removal of the subject crankshafts when the crankcase is separated or at overhaul, whichever occurs first, not to exceed February 21, 2009.
,
SEB03-1,Elevator Rivet Installation,01/20/2003,27,Mandatory,To enhance the service life of the elevators by increasing the size of eight rivets and installing four additional rivets in the outboard elevator rib.,
SEB02-2,Flammable Fluid Lines Inspection,02/18/2002,,Mandatory,Inspection of all flammable fluid carrying hoses/lines and oxygen lines in the cabin is required.,
SEB99-18R1,Fuel Quantity Indicating System Inspection,04/30/2001,28,Mandatory,To Verify Gauge Reads Empty When Tanks Are Empty,
AQK182-013,Firewall Forward Engine Hose Kit,05/05/2000,,Not Applicable,Firewall Forward Engine Hose Kit (for aircraft without SK182-67),
AQK182-012,Firewall Forward Engine Hose Kit,05/05/2000,,Not Applicable,Firewall Forward Engine Hose Kit (for aircraft without SK182-67),
SNL00-02,Service Publications Temporary Revision Changes,01/17/2000,98,Informational,To announce changes for temporary revisions,
SNL99-12,Cablecraft Engine Control Cable Friction Cone,11/15/1999,76,Informational,Prevents Slippage After Friction Lock Has Been Applied,
SEB99-01R1,Engine Piston Pin Plug Wear Inspection,04/05/1999,71,Recommended,Transmits Several Textron Lycoming Service Issues,
SNL98-08R1,Revised Maintenance Practices - Hazardous Air,11/02/1998,20,Informational,Replace Pages 1 And 2 Of SNL98-8,
SEB95-20,Nose Landing Gear Actuator Downlock Pin Inspect,12/29/1995,32,Recommended,Determine The Security Of The Actuator Downlock Pins,
SNL95-03R1,Engine Connecting Rod Bolt Inspection,03/31/1995,72,Informational,Revise Affected Models To Include 172RG Model Airplanes,
SNL94-08,New Cessna Service Station Directory,07/01/1994,98,Informational,Announces P/N D7467-13 Directory (Dated May 1994),
SEB94-13,Lycoming Engine Shroud Tube Retaining Spring,07/01/1994,72,Mandatory,Transmit Textron Lycoming Mandatory Service Bulletin No. 519,
SNL93-03,Cabin Skin Panel Corrosion Inspection And Repair,06/25/1993,53,Informational,Repair Corrosion Damage Under Vibration Damping Material,
SEB92-27,Reduced Dia Vented Fuel Cap Instl & Turbo Placard,09/04/1992,28,Mandatory,This Bulletin Supersedes SE77-6/-6 Rev.1, SE84-16/-16 Rev.1,
SEB92-28,Seat Belt And Shoulder Harness Installation,09/04/1992,25,Mandatory,Provide Metal-to-metal Connection Type Assemblies,
SEB89-02R2,Pilot Seat Secondary Stop Installation,09/04/1992,25,Mandatory,Superseded by SEB07-5R06,
SEB92-7-R01,Turbocharger Oil Check Valve Replacement,05/29/1992,,Mandatory,Turbocharger Oil Check Valve Replacement,
SNL90-06,Champion Oil Filter Recall,09/21/1990,79,Informational,Review TCM Service Bulletin M90-14 And Champion Alert 90-1,
SNL89-19,Cessna Customer Care Supplies And Pubs Catalog,12/08/1989,98,Informational,P/N D7407-13 (1990) Now Available - (supersedes SNL88-15),
SNL88-12,Importance of Pilot Seat Security, Inspec & Maint,08/05/1988,25,Informational,Stresses The Importance Of Inspection And Maintenance,
PNL87-14,S2275 Series Seat Belts,10/12/1987,,Not Applicable,S2275 Series Seat Belts,
SNL87-10,Cessna Propeller Aircraft Technical Support,03/13/1987,98,Informational,Announces Extensive Network Of People/facilities & Resources,
SEB86-01R1,Downstop Pad Improvement,05/16/1986,32,Optional,Incorporates Solid Metal Downstop Pad For Improved Serv Life,
SNL85-54,Revised O/H-replacement Req. For Hydraulic System,11/27/1985,29,Informational,Specific Items Revised To 'on Condition' Overhaul Interval,
SNL85-51,New Cessna Aircraft Condition Report Form,11/15/1985,98,Informational,P/N D5537-13 Form (P/N D5537-1-13 Available 1-1-89),
SNL85-34,Proper Engine Break-in Procedure,08/09/1985,72,Informational,TCM Bulletin M81-5, Lycoming Service Instruction 1427A,
NL84-18,Slick Magneto Servicing Interval,10/26/1984,74,Informational,100 Hour And 500 Hour Service Requirements,
SE84-04,Rubber Fuel Cell Inspection,02/03/1984,28,See Publication,Check For Wrinkles Or Folds,
SE82-34,Flush Fuel Cap Sealing Test Procedure,07/23/1982,28,Recommended,Identify And Isolate Areas Of Leakage/ensure Proper Sealing,
SE82-29,Pilot's Operating Handbook Revision,07/09/1982,04,Mandatory,To Correct Stall Speed Charts Shown In Section 5,
SE81-14,Dorne And Margolin Emergency Locator Transmitter ,04/20/1981,98,See Publication,Coaxial Cable Connecting ELT To Antenna Correctly Installed,
SE80-92,Fuel Pressure Gauge Change,11/03/1980,77,See Publication,Combination Fuel Pressure/Manifold Pressure Gauge,
SE80-65,Rudder Stop Clip Inspection,06/16/1980,27,See Publication,Improved Corrosion Protection And Extended Service Life,
SE80-25,Oil Level Dipstick Replacement Kit,03/10/1980,79,See Publication,Lycoming S.I. Number 1379 Announces LW-16517 Kit,
SE80-15,Wing Leading Edge Root Rib Sealing,02/04/1980,57,See Publication,Provide Maximum Cabin Comfort During Cold Weather Operation,
SE80-09,R182 Exhaust System,01/28/1980,78,See Publication,Improved Components To Increase Service Life,
SE78-33,Oil Cooler Hose Replacement,05/29/1978,79,See Publication,Install New Hose And Fitting For Improved Service Life,
SEL-71-24,Powerplant - Transmital of Lycoming SB No. 667 A,03/20/2026,71,Mandatory,Powerplant - Transmittal of Lycoming Service  Bulletin No. 667 Rev A,
SEL-99-02,Miscellaneous - Installation Of The Cessna And Be,01/27/2025,99,Informational,Miscellaneous - Installation Of The Cessna And Beechcraft Variant Part Numbers ,
SEL-28-10,Fuel - Fuel Strainer Bowl Inspection,01/05/2023,28,Mandatory,Fuel - Fuel Strainer Bowl Inspection,
SNL11-8,Engine Inspection in Particulate-Laden Environmen,04/26/2011,,Not Applicable,Engine Inspection in Particulate-Laden Environments (Volcanis Ash, Sand, Dust, Airborne Debris),
SEB00-5-R03,Cleveland Wheels and Brakes Installation,10/26/2009,,Recommended,Cleveland Wheels and Brakes Installation,
SEB09-4,Carburetor Float Replacement - Lycoming Engine Ai,04/27/2009,,Mandatory,Carburetor Float Replacement - Lycoming Engine Airplanes,
SEB08-5,Alternate Static Source Selector Valve Inspection,10/13/2008,,Mandatory,Alternate Static Source Selector Valve Inspection,
SNL06-9,Approval of Diethylene Glycol Monomethyl Fuel Add,04/24/2006,,Informational,The purpose of this Service Newsletter is to provide notification that the use of DIEGME or DEGMME fuel additive is an acceptable substitute for the affected airplanes that have previously been approved for the use of EGME fuel additive.,
SEB01-6,Ignition Switch Center Ground Terminal Inspection,06/25/2001,74,Recommended,Inspect Ignit. Switch Board And Replace If Required,
SNL00-14,Cessna Service Information For Propeller Models,12/26/2000,98,Optional,To Provide Description Of Service Information Offered,
SEB00-7,Vacuum System Air Filter Element Inspect/Replace,09/11/2000,37,Mandatory,Inspection For Airborne Air Filter Element Spec. In Bulletin,
SNL00-11,Approved Nondestructive Testing Facilities (NDT),08/28/2000,05,Informational,To Provide A Listing Of Ndt Facilities,
AQK182-014A,Firewall Forward Engine Hose Kit,05/05/2000,,Not Applicable,Firewall Forward Engine Hose Kit (for aircraft with SK182-67),
SNL98-08,Revised Maintenance Practices - Hazardous Air,07/20/1998,20,Informational,Refer To Federal Register, 40 Code Of Fed. Reg. Part 63,
SNL98-03,Cessna Customer Care Supplies And Pubs Catalog,04/27/1998,98,Informational,1998 Cessna Customer Care Sup. & Pubs. Catalog (D7512-13),
SEB92-11R1,Textron Lycoming Mandatory Replace of Parts,11/03/1997,72,Mandatory,Transmit Textron Lycoming Mandatory Service Bulletin 240N,
SEB95-19,Lower Forward Doorpost And Strut Fitting Inspect,12/29/1995,52,Mandatory,Inspect For Cracks In Lower Area Of Forward Cabin Doorposts,
SNL95-10,Cessna Customer Care Supplies And Pubs Catalog,12/29/1995,98,Informational,1996 Cessna Customer Care Supp. & Pubs. Catalog (D7480-13),
SNL95-09,FAA Apv'd Supp Type Cert (STC's) & FAA-PMA Apv'd,11/17/1995,98,Informational,FAA Responsible For Aftermarket STC & PMA Components,
SNL95-08,Approved Nondestructive Testing Facilities,09/01/1995,20,Informational,Cessna Certified Nondestructive Testing Facilities,
SNL94-13,Revised Progressive Care & Continuous Inspec.,12/30/1994,05,Informational,Revision 4 Plus Information For Developing Insp. Programs,
SEB94-06R1,Dukes Auxiliary Fuel Boost Pump Vane Replacement,11/23/1994,28,Mandatory,Revise Compliance Section Per Dukes Mandatory Bull. 0001,
SEB93-20,Insp. Of Lyc. Eng. Connect. Rods For Fretting,12/23/1993,72,Mandatory,Transmit Textron Lycoming Mandatory Service Bulletin 439A,
SEB87-07,Propeller Governor Pilot Spool Fitting & Flyweigh,08/28/1987,61,Recommended,Improved Prop Gov Pilot Spool End Fitting-replace Flyweights,
SNL86-44,Flight Control Surface Balancing Information,09/12/1986,27,Informational,Supplemental Info & Detailed Info On Use Of Balance Fixture,
SNL85-53,Cessna Pilot Safety And Warning Supplements,11/27/1985,98,Informational,Provides P/N D5099-13 Safety And Warning Supplement,
SNL85-35R1,Use Of Airplane Lights For Daytime Recognition,08/23/1985,33,Informational,FAA Safety Program 'Operation Lights On',
SE84-09R2,Rubber Fuel Cell Drain Valve Relocation,07/05/1985,28,See Publication,Modification To Reduce Fuel Cell Wrinkles Or Folds,
SNL85-24,Alternator/regulator Troubleshooting Maintenance ,05/31/1985,24,Informational,Helps Determine Cause Of Fluctuating Alternator Output,
SNL85-13,Improved Flashing Beacon Bulbs,03/22/1985,33,Informational,New P/N C17312-1 Bulb Available,
SE84-15R1,Shimmy Dampener Installation Improvement,10/05/1984,32,Optional,Provides Thicker Clamp, Larger Locator Pin & Barrel Change,
NL83-24,Jet Glo Polyurethane Exterior Paint,11/11/1983,11,Informational,Ordering And Part Number Information,
SE83-19,95 Amp Alternator Fan And Pulley Replacement,07/29/1983,24,Mandatory,Improved Service Life & Inspect For Proper Strain Relief,
NL83-12,Color Coded Fuel Identification Decals,04/29/1983,11,Informational,S2608-1 Decal Available From Cessna Supply Division,
SE83-05,Air Conditioner Evaporator Drain Modification,03/04/1983,21,Recommended,Prevents Moisture Accumulation In Avionics 'Black Box' Area,
SE82-36,Fuel Contamination,07/30/1982,28,Mandatory,Stresses Importance Of Routine Fuel System Inspec. & Maint.,
SE82-08,Vacuum System Maintenance Procedures,02/22/1982,37,Recommended,To Review Vacuum System Maintenance Procedures,
SE80-91,Carburetor Modification,11/03/1980,73,See Publication,Avco Lycoming Service Instruction No. 1398,
SE80-67,Shimmy Dampener Attach Modification,06/23/1980,32,See Publication,To Strengthen Shimmy Dampener Installation,
SE80-59S1,Sealing Of Flush Type Fuel Caps,06/23/1980,28,See Publication,Installation And Maintenance Procedures,
SE80-61,Pilot's Operating Handbook,06/02/1980,04,See Publication,Concerns Placard Located Forward Of Fuel Tank Filler Caps,
SE79-38,Throttle Control Rod End,08/13/1979,76,See Publication,New Rod End Has Inspection Hole,
SNL78-09,Plastic Envelope For Aircraft Weight And Balance ,12/22/1978,04,Informational,Convenient Place To Keep Important Papers,
SE78-37,Steering Bungee Boot Inspection,06/05/1978,32,See Publication,Inspect For Proper Boot Installation,
SEL-74-08 REV 1, Ignition -Transmittal of Lycoming Service Bu,04/21/2025,74,Mandatory, Ignition -Transmittal of Lycoming Service Bulletin NO. 660 and Champion Aerospace Slick Service Bulletin SB1-24A     REV 1,
SEL-71-07,Powerplant - Transmital of Lycoming SB No. 632A,07/24/2017,71,Mandatory,Powerplant - Transmittal of Lycoming Service  Bulletin No. 632A Identification of Connecting Rods with Non-Conforming Small End Bushings,
SEB11-4-R01,Roller Housing Inspection,01/20/2012,,Recommended,Roller Housing Inspection,
SEB09-6-R01,Electrical Switches Inspection and Replacement,11/23/2009,,Mandatory,Electrical Switches Inspection and Replacement,
SNL06-6,FAA Approved Supplemental Type Certificates ,03/20/2006,,Informational,In response to customer inquiries, Cessna is providing this SNL06-6 to provide guidance to our customers regarding the incorporation of STC's and/or PMA approved parts that have not been evaluated by Cessna. Some examples of modifications and parts that may affect the airplane aerodynamics, gross weight, flying characteristics, structure, systems or performance are: powerplant and propeller changes, add-on wing tip fuel tanks, vortex generators, camera modifications, winglets, oversize tires, etc.,
SEB05-3R1,Engine Crankshaft Replacement,12/12/2005,71,Mandatory,To transmit Lycoming Mandatory Service Bulletin No. 566 Supplement No. 1.,
SEB05-3,Engine Crankshaft Replacement,07/18/2005,71,Mandatory,To transmit Lycoming Mandatory Service Bulletin No. 566; Crankshaft Replacement in Lycoming Engines.,
SEB05-1,Engine Driven Fuel Pump Inspection ,03/07/2005,73,Mandatory,Reported that 2 Lycoming P/N LW-15473 fuel pumps may have been manufactured incorrectly.,
SNL03-10,Handling of Airplane Gyro Instruments,10/27/2003,34,Informational,To transmit gyro handling guidelines set out in Honeywell Service Memo No. 377.,
SEB00-8R2,Engine Oil Filter Converter Plate Gasket Replace,10/13/2003,79,Mandatory,Transmits Supplement No. 1 To Textron Lycoming Msb 543A,
SEB01-5,Engine Driven Fuel Pump Inspection,05/28/2001,73,Mandatory,To Transmit Lycoming Mandatory Service Bulletin No. 548,
AQK182-012A,Firewall Forward Engine Hose Kit,05/05/2000,,Not Applicable,Firewall Forward Engine Hose Kit (for aircraft with SK182-67),
SEB00-2,Teledyne Continental Ignition Systems Magneto,04/24/2000,74,Mandatory,To Transmit Textron Lycoming Service Bulletin No. 541,
SEB99-17,Engine Valve Seat Inspection,11/01/1999,72,Mandatory,Transmits Textron Lycoming Mandatory Service Bulletin 540,
SNL98-11,Year 2000 Readiness Disclosure,12/21/1998,98,Informational,Addresses Readiness Of Year 2000 For Various Systems,
SNL98-10,Cessna Service Information For Propeller Models,09/14/1998,98,Informational,Brief Description Of Service Information Issued By Cessna,
SEB97-02,Magneto Impulse Coupling Spring Replacement,03/24/1997,74,Mandatory,Transmit Textron Lycoming Mandatory Service Bulletin 526,
SEB96-16,Engine Fuel Pump Inspection,10/25/1996,73,Mandatory,Transmit Textron Lycoming Mandatory Service Bulletin # 525A,
SNL96-02,Cessna Prop. Aircraft Product Support Brochure,04/19/1996,98,Informational,Cessna Propeller Aircraft Product Support Brochure D7492-13,
SEB95-04,Lycoming Engine Inspection Of Thermostatic Bypass,03/24/1995,79,Mandatory,Transmit Textron Lycoming Mandatory Service Bulletin 518A,
SEB95-03,Flap Support Inspection & Roller Washer Install.,03/10/1995,27,Recommended,Install Stainless Steel Washers On Each Side Of Fwd. Rollers,
SEB93-17R1,Pitot Heater Operation Warning Placards,12/16/1994,30,Mandatory,Rev. Effectivity Sect. To Include Additional Serial Numbers,
SEB94-17,Engine Oil Temperature Gauge And Sending Unit Rep,07/15/1994,79,Recommended,Replace Stewart Warner Components With Rochester Components,
SEB93-11,Insp & Straighten of Bent Crankshaft Flanges,07/30/1993,72,Mandatory,Transmit Textron Lycoming Mandatory Service Bulletin 201E,
SNL92-08,Cessna Customer Care Supplies And Pubs Catalog,12/31/1992,98,Informational,1993 Cessna Customer Care Supplies And Publications Catalog,
SEB92-29,Ignition Switch Inspection,10/09/1992,74,Mandatory,Transmit TCM Mandatory Service Bulletin No. 636,
SEB92-25,Additional Fuel Tank Drain Valves Installation,09/04/1992,28,Mandatory,Assist in Detection/Removal of Water and/or Fuel Contaminant,
SEB91-05R1,Ignition Switch Lubrication & Starter Contactor,06/14/1991,74,Recommended,Correct Serial Effectivity And Accomplishment Instructions,
SNL85-03R2,A/C Windshield & Window Maintenance Procedure,03/06/1987,56,Informational,Maintenance And Cleaning Procedures For Acrylic Windshields,
SNL86-49,Main Landing Gear Actuator Mount Bolt Security,12/12/1986,32,Informational,Drilled Head Bolt, AN175h22A Is An Approved Alternate,
SNL86-39,Phillips X/C II Multiviscosity Oil,09/05/1986,79,Informational,Phillips X/C II Oil Does Not Qualify To Mil Specification,
SNL86-30,Reminder On Stored Airplane Criteria,07/03/1986,98,Informational,Stresses Significance Of Proper Storage Procedures,
SEB85-02,Fuel Quantity Transmitter Gasket/Sealing Improve,02/08/1985,28,Optional,Improved Fuel Tank Sealing - Wet Wing Aircraft,
SE84-03,Nose Gear Actuator Spring Guide Improvement,01/13/1984,32,Recommended,Provides Steel Spring Guide - Improved Service Life,
SE83-18,Aileron Hinge Pin Inspection - (AD83-22-06),07/29/1983,27,Mandatory,Special One-time Inspection Required,
SE82-25,Side Panel Circuit Breaker Insulation,07/02/1982,39,Recommended,Information Concerning Installation Of Insulator Plate,
SE82-17,Alternator Control Unit,04/30/1982,24,Recommended,Corrective Action If Low Voltage Light Comes On,
SE82-01,Nosewheel Tire Heat Shield,01/18/1982,32,See Publication,To Protect The Nosewheel Tire From Radiant Heat,
SE81-12R1,Three-bladed Propeller Installation,10/12/1981,61,See Publication,Provides Smoother Operation & Additional Prop Ground Clearance,
SE81-13,Fuel Line Inspection,04/20/1981,28,See Publication,One-time Inspection For Possible Chafing Damage,
SE80-16,Turnbuckle Barrel Inspection,02/04/1980,98,See Publication,One-time Visual Inspection For Apparent Cracks,
SE78-44S1,Magneto Rear Bearing Inspection,11/13/1978,74,See Publication,Adds Reims Airplanes And Credit Cutoff Date,
SE78-44,Magneto Rear Bearing Inspection,07/03/1978,74,See Publication,Inspect For Tight Bearing And Replace If Required,
SE78-19,External Power Receptacle Wiring,03/27/1978,24,See Publication,Inspect Battery Contactor Wiring,
SEB-28-04R2,Fuel - Placard Installation for Use of Very Low L,08/09/2023,28,Optional,Fuel - Placard Installation for Use of Very Low Lead and Unleaded Aviation Fuel,
SEB07-5R06,Pilot and Copilot Secondary Seat Stop Install,06/11/2015,,Mandatory,Pilot and Copilot Secondary Seat Stop Installation,
SEL-24-03,Transmittal of HET Service Bulletin No. 053,09/12/2013,,Recommended,Transmittal of HET Service Bulletin No. 053,
SEB11-3,Dual Magneto Attachment Inspection,05/24/2011,,Recommended,Dual Magneto Attachment Inspection,
SNL11-4,Magneto Drop-Off,03/22/2011,,Not Applicable,Magneto Drop-Off,
SNL10-5,Ethanol Based Fuel Not Approved For Use In Cessna,05/18/2010,,Informational,Ethanol Based Fuel Not Approved For Use In Cessna Airplanes,
SEB10-1,Pilot and Copilot Secondary Seat Stop Installatio,03/15/2010,,Mandatory,Pilot and Copilot Secondary Seat Stop Installation - Reel Assembly Inspection,
SEB07-10,Incorrect Cylinder Assy Shipped w/Cylinder Kits,11/19/2007,71,Mandatory,Re-transmitting Lycoming¿s Mandatory Service Bulletin to inspect for installation of incorrect cylinder kits being installed on Cessna airplanes.,
SEB07-9,Gray Tinted Side and Aft Windows Availability,11/05/2007,56,Optional,To announce that gray tinted side and aft cabin windows are available to replace existing windows.,
SEB07-8,Secondary Seat Stop Install - Reel Assy Inspect,09/10/2007,51,Mandatory,It has been determined that some secondary seat stop 505590-401 Reel Assemblies may not always operate correctly and must be replaced as described in this Service Bulletin.  Non-compliance with this Service Bulletin could allow the continued use of an inoperative secondary seat stop reel assembly.,
SEB06-5,Electrical Ground Strap Inspection,09/11/2006,24,Mandatory,It has been determined that some electrical ground straps may not have been manufactured correctly. The ground straps shall be inspected and if necessary, replaced as  described in this Service Bulletin. Non-compliance with this Service Bulletin could allow corrosion to form on the ground strap and adjacent attachment points and potentially affect the performance of the electrical and avionics systems and related components.,
SEB06-1,Gray Tinted Windshield Availability,02/27/2006,,Optional,SEB06-1 has been issued to announce that gray tinted windshields are available to replace existing windshields.,
SEB04-4,Fuel Hose Inspection,09/13/2004,28,Mandatory,To inspect and verify approved fuel hose installed.,
SEB02-3,Dry Vacuum Pump & Coupling Replacement ,02/18/2002,37,Mandatory,To provide replacement time requirements for engine driven dry vacuum pumps, electric standby vacuum pumps and vacuum pump drive couplings.,
SEB95-3R1,Flap Support Inspection & Roller Washer Install.,09/17/2001,,Mandatory,Service experience indicates potential for wearing of the flap supports by the flap rollers.  Inspection of the flap supports & rollers along with modification to install stainless steel washers on each side of the forward rollers shall be accomplished.,
AQK182-013A,Firewall Forward Engine Hose Kit,05/05/2000,,Not Applicable,Firewall Forward Engine Hose Kit (for aircraft with SK182-67),
SNL99-14,Maintenance Practices - Airplane Gyro Instruments,11/15/1999,34,Optional,Gyro Handling Procedures,
SEB98-09,Airborne Vacuum Pump Inspection,11/02/1998,37,Mandatory,Transmit Airborne Air & Fuel Products Service Letter #48,
SEB96-07,AN3-5A Bolt Inspection/replacement,05/10/1996,98,Recommended,Bolts Shipped 8/2/94-4/6/95 Do Not Meet Shear Strength Spec.,
